0,テスト,てすと,てすと2,てすと3
165,†ハルバード,†はるばーど
166,†ショートボウ,†しょーとぼう
167,†ロングボウ,†ろんぐぼう
168,†エルムショートボウ,†えるむしょーとぼう
169,†キャバルリーボウ,†きゃばるりーぼう
170,†ラップドロングボウ,†らっぷどろんぐぼう
171,†ショートボウDX,†しょーとぼうDX
172,†コンポジットボウ,†こんぽじっとぼう
173,†アイアンクラッドボウ,†あいあんくらっどぼう
174,†アッシュロングボウ,†あっしゅろんぐぼう
175,†エルムベロシティボウ,†えるむべろしてぃぼう
176,†ビートルボウ,†びーとるぼう
177,†アームドボウ,†あーむどぼう
178,†ラップド・アッシュロングボウ,†らっぷど・あっしゅろんぐぼう
179,†オークコンポジットボウ,†おーくこんぽじっとぼう
180,†ユーロングボウ,†ゆーろんぐぼう
181,†クラブボウ,†くらぶぼう
182,†ワンド,†わんど
183,†バッデッドワンド,†ばっでっどわんど
184,†スパンクワンド,†すぱんくわんど
185,†ブリーズワンド,†ぶりーずわんど
186,†ショックワンド,†しょっくわんど
187,†サンドワンド,†さんどわんど
188,†スウェットワンド,†すうぇっとわんど
189,†ライムワンド,†らいむわんど
190,†ウィローワンド,†うぃろーわんど
191,†バッデッドウィローワンド,†ばっでっどうぃろーわんど
192,†ファイアワンド,†ふぁいあわんど
193,†ウィンドワンド,†うぃんどわんど
194,†サンダーワンド,†さんだーわんど
195,†アースワンド,†あーすわんど
196,†ウォーターワンド,†うぉーたーわんど
197,†アイスワンド,†あいすわんど
198,†ウォルナットワンド,†うぉるなっとわんど
199,†バッデッドウォルナットワンド,†ばっでっどうぉるなっとわんど
200,†フレイムワンド,†ふれいむわんど
201,†ゲイルワンド,†げいるわんど
202,†ストームワンド,†すとーむわんど
203,†トレマーワンド,†とれまーわんど
204,†タイダルワンド,†たいだるわんど
205,†フロストワンド,†ふろすとわんど
206,†ケーン,†けーん
207,†エルムケーン,†えるむけーん
208,†クルーク,†くるーく
209,†パストラルエルムケーン,†ぱすとらるえるむけーん
210,†コッククルーク,†こっくくるーく
211,†ラディカル,†らでぃかる
212,†オークケーン,†おーくけーん
213,†フランボーラディカル,†ふらんぼーらでぃかる
214,†ユークルーク,†ゆーくるーく
215,†リーヴドラディカル,†りーゔどらでぃかる
216,†パストラルオークケーン,†ぱすとらるおーくけーん
217,†クロウクルーク,†くろうくるーく
218,†ジェイドクルーク,†じぇいどくるーく
219,†セプター,†せぷたー
220,†セプターDX,†せぷたーDX
221,†カジェル,†かじぇる
222,†シルバーセプター,†しるばーせぷたー
223,†ブランド,†ぶらんど
224,†シルバーセプターDX,†しるばーせぷたーDX
225,†アイアンカジェル,†あいあんかじぇる
226,†シルバーセプターSP,†しるばーせぷたーSP
227,†ウィンドブランド,†うぃんどぶらんど
228,†アースブランド,†あーすぶらんど
229,†ライトニングブランド,†らいとにんぐぶらんど
230,†アイスブランド,†あいすぶらんど
231,†ファイアブランド,†ふぁいあぶらんど
232,†ウォーターブランド,†うぉーたーぶらんど
233,†スタッフ,†すたっふ
234,†スタッフDX,†すたっふDX
235,†ホーンスタッフ,†ほーんすたっふ
236,†ホーンスタッフDX,†ほーんすたっふDX
237,†エキュ,†えきゅ
238,†ホプロン,†ほぷろん
239,†ラウンドシールド,†らうんどしーるど
240,†バックラー,†ばっくらー
241,†アッシュエキュ,†あっしゅえきゅ
242,†タージェ,†たーじぇ
243,†ペルタ,†ぺるた
244,†ワーデッドシールド,†わーでっどしーるど
245,†アイアンクラッドバックラー,†あいあんくらっどばっくらー
246,†スクトゥム,†すくとぅむ
247,†アイアンホプロン,†あいあんほぷろん
248,†オークシールド,†おーくしーるど
249,†レザータージェ,†れざーたーじぇ
250,†デコレーテッドバックラー,†でこれーてっどばっくらー
251,†ランタンシールド,†らんたんしーるど
252,†アイアンスクトゥム,†あいあんすくとぅむ
253,†アイアンペルタ,†あいあんぺるた
254,†サーペントシールド,†さーぺんとしーるど
255,†ブレードランタンシールド,†ぶれーどらんたんしーるど
256,†ラプトルタージェ,†らぷとるたーじぇ
257,†アイアンスクトゥムDX,†あいあんすくとぅむDX
258,†ブルホプロン,†ぶるほぷろん
259,†ソー,†そー
260,†チョコボテイルソー,†ちょこぼているそー
261,†フィッシュソー,†ふぃっしゅそー
262,†アイアンソー,†あいあんそー
263,†レリーフアイアンソー,†れりーふあいあんそー
264,†クロスカットソー,†くろすかっとそー
265,†アイアン・チョコボテイルソー,†あいあん・ちょこぼているそー
266,†クローハンマー,†くろーはんまー
267,†アイアンクローハンマー,†あいあんくろーはんまー
268,†スチールクローハンマー,†すちーるくろーはんまー
269,†クロスペインハンマー,†くろすぺいんはんまー
270,†バードビークハンマー,†ばーどびーくはんまー
271,†バードビークハンマーDX,†ばーどびーくはんまーDX
272,†アイアン・クロスペインハンマー,†あいあん・くろすぺいんはんまー
273,†クロウビークハンマー,†くろうびーくはんまー
274,†ラップド・クロウビークハンマー,†らっぷど・くろうびーくはんまー
275,†ヘヴィ・クロウビークハンマー,†へゔぃ・くろうびーくはんまー
276,†ファイル,†ふぁいる
277,†アイアンファイル,†あいあんふぁいる
278,†アイアンファイルDX,†あいあんふぁいるDX
279,†ドーミングハンマー,†どーみんぐはんまー
280,†レイジングハンマー,†れいじんぐはんまー
281,†レイジングハンマーDX,†れいじんぐはんまーDX
282,†アイアンドーミングハンマー,†あいあんどーみんぐはんまー
283,†アイアンレイジングハンマー,†あいあんれいじんぐはんまー
284,†ラップドレイジングハンマー,†らっぷどれいじんぐはんまー
285,†ラップドレイジングハンマーDX,†らっぷどれいじんぐはんまーDX
286,†プライヤー,†ぷらいやー
287,†アイアンプライヤー,†あいあんぷらいやー
288,†スチールプライヤー,†すちーるぷらいやー
289,†チェーサーハンマー,†ちぇーさーはんまー
290,†オーナメンタルハンマー,†おーなめんたるはんまー
291,†オーナメンタルハンマーDX,†おーなめんたるはんまーDX
292,†アイアンチェーサーハンマー,†あいあんちぇーさーはんまー
293,†アイアンチェーサーハンマーDX,†あいあんちぇーさーはんまーDX
294,†アイアンオーナメンタルハンマー,†あいあんおーなめんたるはんまー
295,†スチールチェーサーハンマー,†すちーるちぇーさーはんまー
296,†グラインディングホイール,†ぐらいんでぃんぐほいーる
297,†ラググラインディングホイール,†らぐぐらいんでぃんぐほいーる
298,†シルトグラインディングホイール,†しるとぐらいんでぃんぐほいーる
299,†ヘッドナイフ,†へっどないふ
300,†ブラスヘッドナイフ,†ぶらすへっどないふ
301,†ブラスヘッドナイフDX,†ぶらすへっどないふDX
302,†ラウンドナイフ,†らうんどないふ
303,†アイアンヘッドナイフ,†あいあんへっどないふ
304,†ダークシルバー・ヘッドナイフ,†だーくしるばー・へっどないふ
305,†スチールラウンドナイフ,†すちーるらうんどないふ
306,†アウル,†あうる
307,†アイアンアウル,†あいあんあうる
308,†スチールアウル,†すちーるあうる
309,†ニードル,†にーどる
310,†ヘッジモールニードル,†へっじもーるにーどる
311,†アイアンニードル,†あいあんにーどる
312,†シルバーニードル,†しるばーにーどる
313,†スチールニードル,†すちーるにーどる
314,†サウザンドニードル,†さうざんどにーどる
315,†スピニングホイール,†すぴにんぐほいーる
316,†エルムスピニングホイール,†えるむすぴにんぐほいーる
317,†ウォルナットスピニングホイール,†うぉるなっとすぴにんぐほいーる
318,†オークスピニングホイール,†おーくすぴにんぐほいーる
319,†アレンビック,†あれんびっく
320,†ブラスアレンビック,†ぶらすあれんびっく
321,†ティンアレンビック,†てぃんあれんびっく
322,†アイアンアレンビック,†あいあんあれんびっく
323,†コニカルアレンビック,†こにかるあれんびっく
324,†シルバーアレンビック,†しるばーあれんびっく
325,†サーマルアレンビック,†さーまるあれんびっく
326,†モーター,†もーたー
327,†アイアンモーター,†あいあんもーたー
328,†スチールモーター,†すちーるもーたー
329,†スキレット,†すきれっと
330,†アイアンスキレット,†あいあんすきれっと
331,†ホワイトスキレット,†ほわいとすきれっと
332,†キッチナースキレット,†きっちなーすきれっと
333,†フライパン,†ふらいぱん
334,†スチールスキレット,†すちーるすきれっと
335,†ボムフライパン,†ぼむふらいぱん
336,†クリナリーナイフ,†くりなりーないふ
337,†アイアンクリナリーナイフ,†あいあんくりなりーないふ
338,†ミスリルクリナリーナイフ,†みすりるくりなりーないふ
339,†ピック,†ぴっく
340,†プルームドピック,†ぷるーむどぴっく
341,†プルームドピックDX,†ぷるーむどぴっくDX
342,†アイアンピック,†あいあんぴっく
343,†ポリッシュドピック,†ぽりっしゅどぴっく
344,†ドードープルームドピック,†どーどーぷるーむどぴっく
345,†ドラブラ,†どらぶら
346,†モール,†もーる
347,†アイアンモール,†あいあんもーる
348,†ミスリルモール,†みすりるもーる
349,†ハチェット,†はちぇっと
350,†チョコボハチェット,†ちょこぼはちぇっと
351,†チョコボハチェットDX,†ちょこぼはちぇっとDX
352,†ブラスハチェット,†ぶらすはちぇっと
353,†アイアンハチェット,†あいあんはちぇっと
354,†スチールハチェット,†すちーるはちぇっと
355,†ヴァルチャーハチェット,†ゔぁるちゃーはちぇっと
356,†サイズ,†さいず
357,†アイアンサイズ,†あいあんさいず
358,†スチールサイズ,†すちーるさいず
359,†フィッシングロッド,†ふぃっしんぐろっど
360,†ウィローフィッシングロッド,†うぃろーふぃっしんぐろっど
361,†パインフィッシングロッド,†ぱいんふぃっしんぐろっど
362,†バンブーフィッシングロッド,†ばんぶーふぃっしんぐろっど
363,†ラタンフィッシングロッド,†らたんふぃっしんぐろっど
364,†ユーフィッシングロッド,†ゆーふぃっしんぐろっど
365,†ホーンフィッシングロッド,†ほーんふぃっしんぐろっど
366,ウェザードコイフ,うぇざーどこいふ
367,ウェザードベレー,うぇざーどべれー
368,ウェザードスペクタクルズ,うぇざーどすぺくたくるず
369,ウェザードバンダナ,うぇざーどばんだな
370,ウェザードサンハット,うぇざーどさんはっと
371,ウェザードビーチハット,うぇざーどびーちはっと
372,†コイフ,†こいふ
373,†ブラウンコイフ,†ぶらうんこいふ
374,†グレイコイフ,†ぐれいこいふ
375,†サンドコイフ,†さんどこいふ
376,†ストローハット,†すとろーはっと
377,†バンダナ,†ばんだな
378,†サンドバンダナ,†さんどばんだな
379,†ブラウンバンダナ,†ぶらうんばんだな
380,†グレイバンダナ,†ぐれいばんだな
381,†スカーフ,†すかーふ
382,†グレイスカーフ,†ぐれいすかーふ
383,†サンドスカーフ,†さんどすかーふ
384,†ブラウンスカーフ,†ぶらうんすかーふ
385,†ベレー,†べれー
386,†ブラウンベレー,†ぶらうんべれー
387,†グレイベレー,†ぐれいべれー
388,†サンドベレー,†さんどべれー
389,†ハット,†はっと
390,†ブラウンハット,†ぶらうんはっと
391,†グレイハット,†ぐれいはっと
392,†サンドハット,†さんどはっと
393,†ハーフマスク,†はーふますく
394,†ウォーキングストローハット,†うぉーきんぐすとろーはっと
395,†ターバン,†たーばん
396,†ブラウンターバン,†ぶらうんたーばん
397,†グレイターバン,†ぐれいたーばん
398,†サンドターバン,†さんどたーばん
399,†カロ,†かろ
400,†トープカロ,†とーぷかろ
401,†グレイカロ,†ぐれいかろ
402,†ブラウンハンティングハット,†ぶらうんはんてぃんぐはっと
403,†グレイハンティングハット,†ぐれいはんてぃんぐはっと
404,†サンドハンティングハット,†さんどはんてぃんぐはっと
405,†ポットヘルム,†ぽっとへるむ
406,†シュガーローフ,†しゅがーろーふ
407,†グレイシュガーローフ,†ぐれいしゅがーろーふ
408,†サンドシュガーローフ,†さんどしゅがーろーふ
409,†コットンコイフ,†こっとんこいふ
410,†ヴァーミリオンコイフ,†ゔぁーみりおんこいふ
411,†メイズコイフ,†めいずこいふ
412,†オリーヴコイフ,†おりーゔこいふ
413,†セレストコイフ,†せれすとこいふ
414,†スペクタクルズ,†すぺくたくるず
415,†ブラックスペクタクルズ,†ぶらっくすぺくたくるず
416,†グリーンスペクタクルズ,†ぐりーんすぺくたくるず
417,†サークレット(サンストーン),†さーくれっと(さんすとーん)
418,†サークレット(ラピスラズリ),†さーくれっと(らぴすらずり)
419,†サークレット(スフェーン),†さーくれっと(すふぇーん)
420,†サークレット(マラカイト),†さーくれっと(まらかいと)
421,†サークレット(フローライト),†さーくれっと(ふろーらいと)
422,†サークレット(ダンビュライト),†さーくれっと(だんびゅらいと)
423,†コットンバンダナ,†こっとんばんだな
424,†ヴァーミリオンバンダナ,†ゔぁーみりおんばんだな
425,†メイズバンダナ,†めいずばんだな
426,†オリーヴバンダナ,†おりーゔばんだな
427,†セレストバンダナ,†せれすとばんだな
428,†バルビュート,†ばるびゅーと
429,†コットンスカーフ,†こっとんすかーふ
430,†ヴァーミリオンスカーフ,†ゔぁーみりおんすかーふ
431,†メイズスカーフ,†めいずすかーふ
432,†オリーヴスカーフ,†おりーゔすかーふ
433,†セレストスカーフ,†せれすとすかーふ
434,†コットンベレー,†こっとんべれー
435,†オリーヴベレー,†おりーゔべれー
436,†ヴァーミリオンベレー,†ゔぁーみりおんべれー
437,†メイズベレー,†めいずべれー
438,†セレストベレー,†せれすとべれー
439,†サレット,†されっと
440,†ゴーグル,†ごーぐる
441,†イエローゴーグル,†いえろーごーぐる
442,†ブラックゴーグル,†ぶらっくごーぐる
443,†マグニファイアーズ,†まぐにふぁいあーず
444,†ウィローハーフマスク,†うぃろーはーふますく
445,†タールストローハット,†たーるすとろーはっと
446,†コットンターバン,†こっとんたーばん
447,†ヴァーミリオンターバン,†ゔぁーみりおんたーばん
448,†メイズターバン,†めいずたーばん
449,†オリーヴターバン,†おりーゔたーばん
450,†セレストターバン,†せれすとたーばん
451,†ドードーカロ,†どーどーかろ
452,†ブラックドードーカロ,†ぶらっくどーどーかろ
453,†トラッパーハット,†とらっぱーはっと
454,†ヴァーミリオントラッパーハット,†ゔぁーみりおんとらっぱーはっと
455,†メイズトラッパーハット,†めいずとらっぱーはっと
456,†オリーヴトラッパーハット,†おりーゔとらっぱーはっと
457,†セレストトラッパーハット,†せれすととらっぱーはっと
458,†エルモ,†えるも
459,†ドードーポットヘルム,†どーどーぽっとへるむ
460,†ブラックポットヘルム,†ぶらっくぽっとへるむ
461,†ヴァーミリオンシュガーローフ,†ゔぁーみりおんしゅがーろーふ
462,†オリーヴシュガーローフ,†おりーゔしゅがーろーふ
463,†セレストシュガーローフ,†せれすとしゅがーろーふ
464,†カンバスコイフ,†かんばすこいふ
465,†セピアコイフ,†せぴあこいふ
466,†フューシャコイフ,†ふゅーしゃこいふ
467,†ドラブコイフ,†どらぶこいふ
468,†ウォードコイフ,†うぉーどこいふ
469,†ブラススペクタクルズ,†ぶらすすぺくたくるず
470,†ブラスイエロースペクタクルズ,†ぶらすいえろーすぺくたくるず
471,†ブラスサークレット(サンストーン),†ぶらすさーくれっと(さんすとーん)
472,†ブラスサークレット(ラピスラズリ),†ぶらすさーくれっと(らぴすらずり)
473,†ブラスサークレット(スフェーン),†ぶらすさーくれっと(すふぇーん)
474,†ブラスサークレット(マラカイト),†ぶらすさーくれっと(まらかいと)
475,†ブラスサークレット(フローライト),†ぶらすさーくれっと(ふろーらいと)
476,†ブラスサークレット(ダンビュライト),†ぶらすさーくれっと(だんびゅらいと)
477,†カンバスバンダナ,†かんばすばんだな
478,†セピアバンダナ,†せぴあばんだな
479,†フューシャバンダナ,†ふゅーしゃばんだな
480,†ドラブバンダナ,†どらぶばんだな
481,†ウォードバンダナ,†うぉーどばんだな
482,†ブロンズバルビュート,†ぶろんずばるびゅーと
483,†カンバスベレー,†かんばすべれー
484,†セピアベレー,†せぴあべれー
485,†フューシャベレー,†ふゅーしゃべれー
486,†ドラブベレー,†どらぶべれー
487,†ウォードベレー,†うぉーどべれー
488,†レッドプリザーヴ,†れっどぷりざーゔ
489,†グリーンプリザーヴ,†ぐりーんぷりざーゔ
490,†アサルトサレット,†あさるとされっと
491,†カンバスハット,†かんばすはっと
492,†セピアハット,†せぴあはっと
493,†フューシャハット,†ふゅーしゃはっと
494,†ドラブハット,†どらぶはっと
495,†ウォードハット,†うぉーどはっと
496,†アイアンマグニファイアーズ,†あいあんまぐにふぁいあーず
497,†オークハーフマスク,†おーくはーふますく
498,†チェーンコイフ,†ちぇーんこいふ
499,†フィッシングハット,†ふぃっしんぐはっと
500,†フィッシングハット(Vスカーフ),†ふぃっしんぐはっと(Vすかーふ)
501,†フィッシングハット(Mスカーフ),†ふぃっしんぐはっと(Mすかーふ)
502,†フィッシングハット(Oスカーフ),†ふぃっしんぐはっと(Oすかーふ)
503,†フィッシングハット(Cスカーフ),†ふぃっしんぐはっと(Cすかーふ)
504,†スートブラックカロ,†すーとぶらっくかろ
505,†レッドオーカーカロ,†れっどおーかーかろ
506,†モスグリーンカロ,†もすぐりーんかろ
507,†オックスブラッドカロ,†おっくすぶらっどかろ
508,†トラッカーハット,†とらっかーはっと
509,†セピアトラッカーハット,†せぴあとらっかーはっと
510,†フューシャトラッカーハット,†ふゅーしゃとらっかーはっと
511,†ドラブトラッカーハット,†どらぶとらっかーはっと
512,†ウォードトラッカーハット,†うぉーどとらっかーはっと
513,†ブラスエルモ,†ぶらすえるも
514,†レザーポットヘルム(SBバンド),†れざーぽっとへるむ(SBばんど)
515,†レザーポットヘルム(ROバンド),†れざーぽっとへるむ(ROばんど)
516,†レザーポットヘルム(MGバンド),†れざーぽっとへるむ(MGばんど)
517,†レザーポットヘルム(OBバンド),†れざーぽっとへるむ(OBばんど)
518,†ウェッジキャップ,†うぇっじきゃっぷ
519,†セピアウェッジキャップ,†せぴあうぇっじきゃっぷ
520,†フューシャウェッジキャップ,†ふゅーしゃうぇっじきゃっぷ
521,†ドラブウェッジキャップ,†どらぶうぇっじきゃっぷ
522,†ウォードウェッジキャップ,†うぉーどうぇっじきゃっぷ
523,†ベルベティーンコイフ,†べるべてぃーんこいふ
524,†レイヴンコイフ,†れいゔんこいふ
525,†バーガンディコイフ,†ばーがんでぃこいふ
526,†クリームコイフ,†くりーむこいふ
527,†フォレストコイフ,†ふぉれすとこいふ
528,†シルバースペクタクルズ,†しるばーすぺくたくるず
529,†シルバーイエロースペクタクルズ,†しるばーいえろーすぺくたくるず
530,†シルバーサークレット(ガーネット),†しるばーさーくれっと(がーねっと)
531,†シルバーサークレット(アクアマリン),†しるばーさーくれっと(あくあまりん)
532,†シルバーサークレット(ヘリオドール),†しるばーさーくれっと(へりおどーる)
533,†シルバーサークレット(ペリドット),†しるばーさーくれっと(ぺりどっと)
534,†シルバーサークレット(アメジスト),†しるばーさーくれっと(あめじすと)
535,†シルバーサークレット(ゴシェナイト),†しるばーさーくれっと(ごしぇないと)
536,†アイアンバルビュート,†あいあんばるびゅーと
537,†ベルベティーンスカーフ,†べるべてぃーんすかーふ
538,†レイヴンスカーフ,†れいゔんすかーふ
539,†バーガンディスカーフ,†ばーがんでぃすかーふ
540,†クリームスカーフ,†くりーむすかーふ
541,†フォレストスカーフ,†ふぉれすとすかーふ
542,†ベルベティーンベレー,†べるべてぃーんべれー
543,†レイヴンベレー,†れいゔんべれー
544,†バーガンディベレー,†ばーがんでぃべれー
545,†クリームベレー,†くりーむべれー
546,†フォレストベレー,†ふぉれすとべれー
547,†アイアンレッドプリザーヴ,†あいあんれっどぷりざーゔ
548,†アイアングリーンプリザーヴ,†あいあんぐりーんぷりざーゔ
549,†アイアンサレット,†あいあんされっと
550,†ベルベティーンハット,†べるべてぃーんはっと
551,†レイヴンハット,†れいゔんはっと
552,†バーガンディハット,†ばーがんでぃはっと
553,†クリームハット,†くりーむはっと
554,†フォレストハット,†ふぉれすとはっと
555,†シルバーマグニファイアーズ,†しるばーまぐにふぁいあーず
556,†ユーハーフマスク,†ゆーはーふますく
557,†アイアンチェーンコイフ,†あいあんちぇーんこいふ
558,†チェラータ,†ちぇらーた
559,†ベルベティーンターバン,†べるべてぃーんたーばん
560,†レイヴンターバン,†れいゔんたーばん
561,†バーガンディターバン,†ばーがんでぃたーばん
562,†クリームターバン,†くりーむたーばん
563,†フォレストターバン,†ふぉれすとたーばん
564,†ボウヤーハット,†ぼうやーはっと
565,†レイヴンボウヤーハット,†れいゔんぼうやーはっと
566,†バーガンディボウヤーハット,†ばーがんでぃぼうやーはっと
567,†クリームボウヤーハット,†くりーむぼうやーはっと
568,†フォレストボウヤーハット,†ふぉれすとぼうやーはっと
569,†トードポットヘルム(サンストーン),†とーどぽっとへるむ(さんすとーん)
570,†トードポットヘルム(ラピスラズリ),†とーどぽっとへるむ(らぴすらずり)
571,†トードポットヘルム(スフェーン),†とーどぽっとへるむ(すふぇーん)
572,†トードポットヘルム(マラカイト),†とーどぽっとへるむ(まらかいと)
573,†トードポットヘルム(フローライト),†とーどぽっとへるむ(ふろーらいと)
574,†トードポットヘルム(ダンビュライト),†とーどぽっとへるむ(だんびゅらいと)
575,†レイヴンシュガーローフ,†れいゔんしゅがーろーふ
576,†バーガンディシュガーローフ,†ばーがんでぃしゅがーろーふ
577,†フォレストシュガーローフ,†ふぉれすとしゅがーろーふ
578,†ベルベティーンウェッジキャップ,†べるべてぃーんうぇっじきゃっぷ
579,†レイヴンウェッジキャップ,†れいゔんうぇっじきゃっぷ
580,†バーガンディウェッジキャップ,†ばーがんでぃうぇっじきゃっぷ
581,†クリームウェッジキャップ,†くりーむうぇっじきゃっぷ
582,†フォレストウェッジキャップ,†ふぉれすとうぇっじきゃっぷ
583,†Dシルバーサークレット(ガーネット),†Dしるばーさーくれっと(がーねっと)
584,†Dシルバーサークレット(アクアマリン),†Dしるばーさーくれっと(あくあまりん)
585,†Dシルバーサークレット(ヘリオドール),†Dしるばーさーくれっと(へりおどーる)
586,†Dシルバーサークレット(ペリドット),†Dしるばーさーくれっと(ぺりどっと)
587,†Dシルバーサークレット(アメジスト),†Dしるばーさーくれっと(あめじすと)
588,†Dシルバーサークレット(ゴシェナイト),†Dしるばーさーくれっと(ごしぇないと)
589,†ウォルナットマスク,†うぉるなっとますく
590,†バイザードバルビュート,†ばいざーどばるびゅーと
591,†シェフズハット,†しぇふずはっと
592,†レイヴンシェフズハット,†れいゔんしぇふずはっと
593,†バーガンディシェフズハット,†ばーがんでぃしぇふずはっと
594,†クリームシェフズハット,†くりーむしぇふずはっと
595,†フォレストシェフズハット,†ふぉれすとしぇふずはっと
596,†アサルトアイアンサレット,†あさるとあいあんされっと
597,†キャバルリーチェーンコイフ,†きゃばるりーちぇーんこいふ
598,†キャバルリーチェーンコイフ(OB),†きゃばるりーちぇーんこいふ(OB)
599,†キャバルリーチェーンコイフ(SB),†きゃばるりーちぇーんこいふ(SB)
